loom.alg-generic/trace-path,clojure.core/take-while
loom.alg-generic/trace-path,clojure.core/identity
loom.alg-generic/trace-path,clojure.core/iterate
loom.alg-generic/paths,clojure.core/peek
loom.alg-generic/paths,clojure.core/cons
loom.alg-generic/paths,clojure.core/mapcat
loom.alg-generic/paths,loom.alg-generic/paths
loom.alg-generic/paths,clojure.core/conj
loom.alg-generic/paths,clojure.core/filter
loom.alg-generic/paths,clojure.core/not-any?
loom.alg-generic/paths,clojure.core/partition
loom.alg-generic/trace-paths,clojure.core/remove
loom.alg-generic/trace-paths,clojure.core/peek
loom.alg-generic/trace-paths,loom.alg-generic/paths
loom.alg-generic/preds->span,clojure.core/reduce
loom.alg-generic/preds->span,clojure.core/assoc
loom.alg-generic/preds->span,clojure.core/conj
loom.alg-generic/pre-traverse,clojure.core/seq?
loom.alg-generic/pre-traverse,clojure.core/seq
loom.alg-generic/pre-traverse,clojure.core/peek
loom.alg-generic/pre-traverse,clojure.core/contains?
loom.alg-generic/pre-traverse,clojure.core/pop
loom.alg-generic/pre-traverse,clojure.core/conj
loom.alg-generic/pre-traverse,clojure.core/remove
loom.alg-generic/pre-traverse,clojure.core/cons
loom.alg-generic/pre-traverse,clojure.core/into
loom.alg-generic/pre-traverse,clojure.core/pop
loom.alg-generic/pre-edge-traverse,clojure.core/seq?
loom.alg-generic/pre-edge-traverse,clojure.core/seq
loom.alg-generic/pre-edge-traverse,clojure.core/first
loom.alg-generic/pre-edge-traverse,clojure.core/cons
loom.alg-generic/pre-edge-traverse,clojure.core/conj
loom.alg-generic/pre-edge-traverse,clojure.core/next
loom.alg-generic/pre-edge-traverse,clojure.core/conj
loom.alg-generic/pre-edge-traverse,clojure.core/conj
loom.alg-generic/pre-edge-traverse,clojure.core/next
loom.alg-generic/pre-edge-traverse,clojure.core/peek
loom.alg-generic/pre-edge-traverse,clojure.core/peek
loom.alg-generic/pre-edge-traverse,clojure.core/pop
loom.alg-generic/pre-edge-traverse,clojure.core/pop
loom.alg-generic/pre-edge-traverse,clojure.core/conj
loom.alg-generic/pre-edge-traverse,clojure.core/conj
loom.alg-generic/pre-span,clojure.core/seq?
loom.alg-generic/pre-span,clojure.core/seq
loom.alg-generic/pre-span,clojure.core/empty?
loom.alg-generic/pre-span,loom.alg-generic/preds->span
loom.alg-generic/pre-span,loom.alg-generic/preds->span
loom.alg-generic/pre-span,clojure.core/peek
loom.alg-generic/pre-span,clojure.core/conj
loom.alg-generic/pre-span,clojure.core/first
loom.alg-generic/pre-span,clojure.core/remove
loom.alg-generic/pre-span,clojure.core/assoc
loom.alg-generic/pre-span,clojure.core/conj
loom.alg-generic/pre-span,clojure.core/pop
loom.alg-generic/post-traverse,clojure.core/seq?
loom.alg-generic/post-traverse,clojure.core/seq
loom.alg-generic/post-traverse,clojure.core/empty?
loom.alg-generic/post-traverse,clojure.core/peek
loom.alg-generic/post-traverse,clojure.core/conj
loom.alg-generic/post-traverse,clojure.core/remove
loom.alg-generic/post-traverse,clojure.core/empty?
loom.alg-generic/post-traverse,clojure.core/conj
loom.alg-generic/post-traverse,clojure.core/pop
loom.alg-generic/post-traverse,clojure.core/conj
loom.alg-generic/post-traverse,clojure.core/first
loom.alg-generic/post-edge-traverse,clojure.core/seq?
loom.alg-generic/post-edge-traverse,clojure.core/seq
loom.alg-generic/post-edge-traverse,clojure.core/conj
loom.alg-generic/post-edge-traverse,clojure.core/first
loom.alg-generic/post-edge-traverse,clojure.core/next
loom.alg-generic/post-edge-traverse,clojure.core/conj
loom.alg-generic/post-edge-traverse,clojure.core/conj
loom.alg-generic/post-edge-traverse,clojure.core/conj
loom.alg-generic/post-edge-traverse,clojure.core/next
loom.alg-generic/post-edge-traverse,clojure.core/conj
loom.alg-generic/post-edge-traverse,clojure.core/peek
loom.alg-generic/post-edge-traverse,clojure.core/peek
loom.alg-generic/post-edge-traverse,clojure.core/pop
loom.alg-generic/post-edge-traverse,clojure.core/pop
loom.alg-generic/topsort-component,loom.alg-generic/topsort-component
loom.alg-generic/topsort-component,clojure.core/empty?
loom.alg-generic/topsort-component,clojure.core/peek
loom.alg-generic/topsort-component,clojure.core/conj
loom.alg-generic/topsort-component,clojure.core/remove
loom.alg-generic/topsort-component,clojure.core/seq
loom.alg-generic/topsort-component,clojure.core/some
loom.alg-generic/topsort-component,clojure.core/conj
loom.alg-generic/topsort-component,clojure.core/first
loom.alg-generic/topsort-component,clojure.core/conj
loom.alg-generic/topsort-component,clojure.core/conj
loom.alg-generic/topsort-component,clojure.core/pop
loom.alg-generic/bf-traverse,clojure.core/seq?
loom.alg-generic/bf-traverse,clojure.core/seq
loom.alg-generic/bf-traverse,clojure.core/constantly
loom.alg-generic/bf-traverse,clojure.core/peek
loom.alg-generic/bf-traverse,clojure.core/cons
loom.alg-generic/bf-traverse,clojure.core/filter
loom.alg-generic/bf-traverse,clojure.core/remove
loom.alg-generic/bf-traverse,clojure.core/contains?
loom.alg-generic/bf-traverse,clojure.core/into
loom.alg-generic/bf-traverse,clojure.core/pop
loom.alg-generic/bf-traverse,clojure.core/seq
loom.alg-generic/bf-traverse,clojure.core/chunked-seq?
loom.alg-generic/bf-traverse,clojure.core/chunk-first
